#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
Activation_subClassOf_PositiveRegulation                              1         952                 951            1403.00        1403.00        0.00           25             832.60              17.60               440.00              126            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ActivationOfPolymeraseActivity_subClassOf_ActivationOfProteinFunction 2         952                 951            1594.00        1594.00        0.00           28             822.61              17.86               500.00              157            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ActivationOfProcess_subClassOf_Activation                             3         952                 951            1594.00        1594.00        0.00           27             825.11              18.33               495.00              147            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ActivationOfProcess_subClassOf_RegulationOfProcess                    4         952                 951            1597.00        1597.00        0.00           30             833.33              17.20               516.00              157            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ActivationOfProteinFunction_subClassOf_Activation                     5         952                 951            1523.00        1523.00        0.00           29             823.00              15.79               458.00              157            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ActivationOfProteinFunction_subClassOf_RegulationOfFunction           6         952                 951            1368.00        1368.00        0.00           24             821.75              18.79               451.00              126            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
ActivationOfTranscriptionRegulatorActivity_subClassOf_ActivationOfProteinFunction7         952                 951            1360.00        1360.00        0.00           26             835.54              16.46               428.00              126            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
Behavior_subClassOf_OrganismalProcess                                 8         952                 951            1322.00        1322.00        0.00           24             831.42              18.08               434.00              116            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfDNABindingDomainOfProteinToDNA_subClassOf_BindingOfMolecularEntity9         952                 951            1485.00        1485.00        0.00           26             837.15              21.88               569.00              137            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfDNABindingDomainOfProteinToDNA_subClassOf_BindingToMolecularEntity10        952                 951            1355.00        1355.00        0.00           25             832.60              17.68               442.00              126            
#Axiom String                                                         i         No. Axioms          size           time           exp_time       cont_time      RC             ont_mean_size       RC_mean_time        RC_total_time       mem            sanity    
BindingOfDNABindingDomainOfProteinToDNA_subClassOf_MolecularInteraction11        952                 951            1712.00        1712.00        0.00           26             833.96              29.08               756.00              137            
